方向,代碼,名稱,訂單價格,訂單數量,訂單金額,交易狀態,已成交@均價,下單時間,類型,期限,盤前競價,時段,觸發價,允許開倉,市場,幣種,訂單來源,成交數量,成交價格,成交金額,成交時間,市場,幣種,對手經紀,備註,佣金,平台使用費,交收費,印花稅,交易費,證監會徵費,財匯局徵費,證監會規費,交易活動費,期權監管費,期權清算費,期權交收費,綜合審計跟蹤監管費,合計費用
,,,,,,,,,,,,,,,,,,"80,000",0.021,"1,680.00",2026/04/13 13:19:43 (香港),港股,HKD,8506,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"80,000",0.021,"1,680.00",2026/04/13 13:19:42 (香港),港股,HKD,9139,,,,,,,,,,,,,,,
買入,55833,恒指星展八九牛V.C,0.029,"500,000","14,500.00",已撤單,0@0.00,2026/04/13 13:17:49 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,56239,恒指匯豐八三熊S.P,0.026,"300,000","7,800.00",已撤單,0@0.00,2026/04/13 13:11:25 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,55902,恒指信證八十牛2.C,0.022,"480,000","10,560.00",全部成交,"480,000@0.022",2026/04/13 13:02:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"480,000",0.022,"10,560.00",2026/04/13 13:02:27 (香港),港股,HKD,8536,,0,15,0.44,0,0.6,0.29,0.02,,,,,,,16.35
賣出,55902,恒指信證八十牛2.C,0.022,"1,000,000","22,000.00",部成已撤,"520,000@0.022",2026/04/13 13:00:53 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"10,000",0.022,220,2026/04/13 13:01:06 (香港),港股,HKD,1799,,0,15,0.48,0,0.64,0.32,0.02,,,,,,,16.46
,,,,,,,,,,,,,,,,,,"500,000",0.022,"11,000.00",2026/04/13 13:01:04 (香港),港股,HKD,8309,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.022,220,2026/04/13 13:01:03 (香港),港股,HKD,1799,,,,,,,,,,,,,,,
賣出,SLM,學貸美,21.39,100,"2,139.00",已撤單,0@0.00,2026/04/13 00:01:38 (美東),限價單,當日有效,,全時段,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,55902,恒指信證八十牛2.C,0.021,"1,000,000","21,000.00",全部成交,"1,000,000@0.021",2026/04/13 11:56:10 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"560,000",0.021,"11,760.00",2026/04/13 11:56:19 (香港),港股,HKD,9788,,0,15,0.88,0,1.18,0.57,0.04,,,,,,,17.67
,,,,,,,,,,,,,,,,,,"240,000",0.021,"5,040.00",2026/04/13 11:56:17 (香港),港股,HKD,1440,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"200,000",0.021,"4,200.00",2026/04/13 11:56:17 (香港),港股,HKD,6698,,,,,,,,,,,,,,,
賣出,56239,恒指匯豐八三熊S.P,0.024,"1,000,000","24,000.00",全部成交,"1,000,000@0.024",2026/04/13 11:51:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"150,000",0.024,"3,600.00",2026/04/13 11:51:41 (香港),港股,HKD,8441,,0,15,1.01,0,1.35,0.65,0.04,,,,,,,18.05
,,,,,,,,,,,,,,,,,,"840,000",0.024,"20,160.00",2026/04/13 11:51:41 (香港),港股,HKD,760,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.024,240,2026/04/13 11:51:41 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
買入,56239,恒指匯豐八三熊S.P,0.027,"50,000","1,350.00",全部成交,"50,000@0.027",2026/04/13 11:48:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.027,"1,350.00",2026/04/13 11:48:27 (香港),港股,HKD,743,,0,15,0.06,0,0.08,0.04,0,,,,,,,15.18
買入,56239,恒指匯豐八三熊S.P,0.027,"100,000","2,700.00",全部成交,"100,000@0.027",2026/04/13 11:48:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.027,"2,700.00",2026/04/13 11:48:14 (香港),港股,HKD,743,,0,15,0.11,0,0.15,0.07,0,,,,,,,15.33
買入,56239,恒指匯豐八三熊S.P,0.027,"100,000","2,700.00",全部成交,"100,000@0.027",2026/04/13 11:44:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.027,"2,700.00",2026/04/13 11:48:57 (香港),港股,HKD,768,,0,15,0.11,0,0.15,0.07,0,,,,,,,15.33
買入,56239,恒指匯豐八三熊S.P,0.027,"250,000","6,750.00",全部成交,"250,000@0.027",2026/04/13 11:42:03 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"250,000",0.027,"6,750.00",2026/04/13 11:42:33 (香港),港股,HKD,8477,,0,15,0.28,0,0.38,0.18,0.01,,,,,,,15.85
買入,56239,恒指匯豐八三熊S.P,0.03,"500,000","15,000.00",全部成交,"500,000@0.03",2026/04/13 11:39:23 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.03,"9,000.00",2026/04/13 11:39:55 (香港),港股,HKD,1443,,0,15,0.63,0,0.85,0.4,0.02,,,,,,,16.9
,,,,,,,,,,,,,,,,,,"200,000",0.03,"6,000.00",2026/04/13 11:39:51 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
賣出,54746,恒指摩利八乙牛3.C,0.034,"500,000","17,000.00",全部成交,"500,000@0.034",2026/04/13 11:33:17 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.034,"17,000.00",2026/04/13 11:34:07 (香港),港股,HKD,8539,,0,15,0.71,0,0.96,0.46,0.03,,,,,,,17.16
買入,54746,恒指摩利八乙牛3.C,0.033,"100,000","3,300.00",全部成交,"100,000@0.033",2026/04/13 11:25:29 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"40,000",0.033,"1,320.00",2026/04/13 11:26:15 (香港),港股,HKD,1405,,0,15,0.14,0,0.18,0.09,0,,,,,,,15.41
,,,,,,,,,,,,,,,,,,"60,000",0.033,"1,980.00",2026/04/13 11:26:10 (香港),港股,HKD,741,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.034,"100,000","3,400.00",全部成交,"100,000@0.034",2026/04/13 11:23:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"30,000",0.034,"1,020.00",2026/04/13 11:27:31 (香港),港股,HKD,4822,,0,15,0.14,0,0.19,0.09,0,,,,,,,15.42
,,,,,,,,,,,,,,,,,,"70,000",0.034,"2,380.00",2026/04/13 11:27:31 (香港),港股,HKD,4822,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.032,"100,000","3,200.00",全部成交,"100,000@0.032",2026/04/13 11:23:34 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.032,"3,200.00",2026/04/13 11:23:45 (香港),港股,HKD,9755,,0,15,0.13,0,0.18,0.09,0,,,,,,,15.4
買入,54746,恒指摩利八乙牛3.C,0.033,"200,000","6,600.00",全部成交,"200,000@0.033",2026/04/13 11:21:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.033,"6,600.00",2026/04/13 11:21:52 (香港),港股,HKD,9755,,0,15,0.28,0,0.37,0.18,0.01,,,,,,,15.84
買入,54746,恒指摩利八乙牛3.C,0.03,"500,000","15,000.00",已撤單,0@0.00,2026/04/13 11:19:43 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,56119,恒指瑞銀八十熊R.P,0.035,"500,000","17,500.00",全部成交,"500,000@0.035",2026/04/13 10:52:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.035,"17,500.00",2026/04/13 10:54:24 (香港),港股,HKD,740,,0,15,0.74,0,0.99,0.47,0.03,,,,,,,17.23
買入,56119,恒指瑞銀八十熊R.P,0.034,"500,000","17,000.00",全部成交,"500,000@0.034",2026/04/13 10:47:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.034,"17,000.00",2026/04/13 10:48:13 (香港),港股,HKD,737,,0,15,0.71,0,0.96,0.46,0.03,,,,,,,17.16
賣出,54746,恒指摩利八乙牛3.C,0.035,"500,000","17,500.00",全部成交,"500,000@0.035",2026/04/13 10:41:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.035,"17,500.00",2026/04/13 10:41:37 (香港),港股,HKD,1443,,0,15,0.74,0,0.99,0.47,0.03,,,,,,,17.23
買入,54746,恒指摩利八乙牛3.C,0.037,"500,000","18,500.00",全部成交,"500,000@0.037",2026/04/13 10:36:23 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"40,000",0.037,"1,480.00",2026/04/13 10:36:55 (香港),港股,HKD,1057,,0,15,0.77,0,1.04,0.5,0.03,,,,,,,17.34
,,,,,,,,,,,,,,,,,,"130,000",0.037,"4,810.00",2026/04/13 10:36:55 (香港),港股,HKD,1455,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"330,000",0.037,"12,210.00",2026/04/13 10:36:55 (香港),港股,HKD,1455,,,,,,,,,,,,,,,
賣出,56119,恒指瑞銀八十熊R.P,0.034,"300,000","10,200.00",全部成交,"300,000@0.034",2026/04/13 10:29:33 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.034,"10,200.00",2026/04/13 10:33:11 (香港),港股,HKD,8477,,0,15,0.43,0,0.58,0.28,0.02,,,,,,,16.31
買入,56119,恒指瑞銀八十熊R.P,0.033,"300,000","9,900.00",全部成交,"300,000@0.033",2026/04/13 10:27:43 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.033,"9,900.00",2026/04/13 10:27:43 (香港),港股,HKD,1056,,0,15,0.42,0,0.56,0.27,0.01,,,,,,,16.26
買入,56119,恒指瑞銀八十熊R.P,0.029,"300,000","8,700.00",已撤單,0@0.00,2026/04/13 10:22:05 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,56239,恒指匯豐八三熊S.P,0.02,"500,000","10,000.00",已撤單,0@0.00,2026/04/13 10:16:39 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,56239,恒指匯豐八三熊S.P,0.019,"500,000","9,500.00",全部成交,"500,000@0.019",2026/04/13 10:09:54 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.019,"9,500.00",2026/04/13 10:11:05 (香港),港股,HKD,1044,,0,15,0.4,0,0.54,0.26,0.01,,,,,,,16.21
買入,56239,恒指匯豐八三熊S.P,0.019,"500,000","9,500.00",全部成交,"500,000@0.019",2026/04/13 10:07:05 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.019,"3,800.00",2026/04/13 10:08:40 (香港),港股,HKD,1057,,0,15,0.4,0,0.53,0.26,0.02,,,,,,,16.21
,,,,,,,,,,,,,,,,,,"190,000",0.019,"3,610.00",2026/04/13 10:08:40 (香港),港股,HKD,743,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"110,000",0.019,"2,090.00",2026/04/13 10:08:38 (香港),港股,HKD,768,,,,,,,,,,,,,,,
賣出,54746,恒指摩利八乙牛3.C,0.036,"500,000","18,000.00",全部成交,"500,000@0.036",2026/04/13 09:57:41 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.036,"18,000.00",2026/04/13 09:58:24 (香港),港股,HKD,760,,0,15,0.76,0,1.02,0.49,0.03,,,,,,,17.3
賣出,54746,恒指摩利八乙牛3.C,0.036,"500,000","18,000.00",全部成交,"500,000@0.036",2026/04/13 09:53:34 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"210,000",0.036,"7,560.00",2026/04/13 09:55:51 (香港),港股,HKD,1405,,0,15,0.76,0,1.02,0.48,0.03,,,,,,,17.29
,,,,,,,,,,,,,,,,,,"290,000",0.036,"10,440.00",2026/04/13 09:55:51 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.032,"100,000","3,200.00",全部成交,"100,000@0.032",2026/04/13 09:47:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"20,000",0.032,640,2026/04/13 09:47:24 (香港),港股,HKD,1405,,0,15,0.14,0,0.18,0.09,0,,,,,,,15.41
,,,,,,,,,,,,,,,,,,"80,000",0.032,"2,560.00",2026/04/13 09:47:23 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.033,"200,000","6,600.00",全部成交,"200,000@0.033",2026/04/13 09:45:30 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"80,000",0.033,"2,640.00",2026/04/13 09:46:21 (香港),港股,HKD,1405,,0,15,0.27,0,0.38,0.18,0,,,,,,,15.83
,,,,,,,,,,,,,,,,,,"30,000",0.033,990,2026/04/13 09:46:21 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"90,000",0.033,"2,970.00",2026/04/13 09:46:21 (香港),港股,HKD,741,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.034,"200,000","6,800.00",全部成交,"200,000@0.034",2026/04/13 09:44:14 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"70,000",0.034,"2,380.00",2026/04/13 09:44:23 (香港),港股,HKD,1455,,0,15,0.29,0,0.38,0.18,0.01,,,,,,,15.86
,,,,,,,,,,,,,,,,,,"130,000",0.034,"4,420.00",2026/04/13 09:44:23 (香港),港股,HKD,1057,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.035,"200,000","7,000.00",全部成交,"200,000@0.035",2026/04/13 09:41:09 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.035,"7,000.00",2026/04/13 09:41:39 (香港),港股,HKD,9755,,0,15,0.29,0,0.4,0.19,0.01,,,,,,,15.89
買入,54746,恒指摩利八乙牛3.C,0.037,"300,000","11,100.00",全部成交,"300,000@0.037",2026/04/13 09:38:23 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.037,"11,100.00",2026/04/13 09:40:09 (香港),港股,HKD,9755,,0,15,0.47,0,0.63,0.3,0.02,,,,,,,16.42
買入,SLM,學貸美,21.3,100,"2,130.00",全部成交,100@21.30,2026/04/10 15:43:29 (美東),限價單,當日有效,,盤前+盤中+盤後,,,美股,USD,,100,21.3,"2,130.00",2026/04/10 15:46:08 (美東),美股,USD,,,0.99,1,0.3,,,,,,,,,,,2.29
買入,SNDK260417P800000,SNDK 260417 800.00P,23,1,"2,300.00",全部成交,1@23.00,2026/04/10 15:40:44 (美東),限價單,當日有效,,,,,美股,USD,,1,23,"2,300.00",2026/04/10 15:40:45 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,PLTR260417C132000,PLTR 260417 132.00C,2.76,40,"11,040.00",全部成交,40@2.76,2026/04/10 10:35:00 (美東),限價單,當日有效,,,,,美股,USD,,40,2.76,"11,040.00",2026/04/10 10:35:00 (美東),美股,USD,,,26,12,,,,,,0.23,0.13,0.52,0.8,7.2,,46.88
買入,PLTR260417C132000,PLTR 260417 132.00C,1.4,20,"2,800.00",全部成交,20@1.40,2026/04/10 09:56:37 (美東),限價單,當日有效,,,,,美股,USD,,20,1.4,"2,800.00",2026/04/10 10:02:04 (美東),美股,USD,,,13,6,,,,,,,,0.26,0.4,3.6,,23.26
買入,SNDK260417P840000,SNDK 260417 840.00P,25,1,"2,500.00",已撤單,0@0.00,2026/04/10 09:54:01 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,PLTR260417C132000,PLTR 260417 132.00C,1.7,10,"1,700.00",全部成交,10@1.70,2026/04/10 09:36:45 (美東),限價單,當日有效,,,,,美股,USD,,10,1.7,"1,700.00",2026/04/10 09:43:52 (美東),美股,USD,,,6.5,3,,,,,,,,0.13,0.2,1.8,,11.63
賣出,PLTR260417C132000,PLTR 260417 132.00C,2.5,10,"2,500.00",已撤單,0@0.00,2026/04/10 09:33:58 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,54746,恒指摩利八乙牛3.C,0.063,"300,000","18,900.00",全部成交,"300,000@0.063",2026/04/10 14:54:40 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"20,000",0.063,"1,260.00",2026/04/10 14:55:04 (香港),港股,HKD,1443,,0,15,0.79,0,1.07,0.51,0.03,,,,,,,17.4
,,,,,,,,,,,,,,,,,,"280,000",0.063,"17,640.00",2026/04/10 14:54:41 (香港),港股,HKD,1044,,,,,,,,,,,,,,,
買入,54746,恒指摩利八乙牛3.C,0.07,"300,000","21,000.00",全部成交,"300,000@0.07",2026/04/10 13:51:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"210,000",0.07,"14,700.00",2026/04/10 13:53:14 (香港),港股,HKD,1057,,0,15,0.89,0,1.19,0.57,0.03,,,,,,,17.68
,,,,,,,,,,,,,,,,,,"60,000",0.07,"4,200.00",2026/04/10 13:53:14 (香港),港股,HKD,738,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"30,000",0.07,"2,100.00",2026/04/10 13:53:14 (香港),港股,HKD,1044,,,,,,,,,,,,,,,
賣出,PLTR260417C132000,PLTR 260417 132.00C,4.3,10,"4,300.00",已撤單,0@0.00,2026/04/09 14:00:55 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,TSLA260415P340000,TSLA 260415 340.00P,5.5,5,"2,750.00",全部成交,5@5.50,2026/04/09 14:00:35 (美東),限價單,當日有效,,,,,美股,USD,,5,5.5,"2,750.00",2026/04/09 14:53:04 (美東),美股,USD,,,3.25,1.5,,,,,,0.06,0.02,0.07,0.1,0.9,,5.9
買入,SNDK260410P830000,SNDK 260410 830.00P,10,1,"1,000.00",已撤單,0@0.00,2026/04/09 13:41:56 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,PLTR260417C132000,PLTR 260417 132.00C,3.5,5,"1,750.00",已撤單,0@0.00,2026/04/09 13:36:01 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,PLTR260417C132000,PLTR 260417 132.00C,4.1,10,"4,100.00",已撤單,0@0.00,2026/04/09 13:14:24 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260415P340000,TSLA 260415 340.00P,5.2,5,"2,600.00",全部成交,5@5.20,2026/04/09 12:40:51 (美東),限價單,當日有效,,,,,美股,USD,,5,5.2,"2,600.00",2026/04/09 12:40:51 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,SNDK260417P800000,SNDK 260417 800.00P,29,1,"2,900.00",已撤單,0@0.00,2026/04/09 12:35:30 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,MU260410C410000,MU 260410 410.00C,5.7,5,"2,850.00",全部成交,5@5.70,2026/04/09 12:32:34 (美東),限價單,當日有效,,,,,美股,USD,,5,5.7,"2,850.00",2026/04/09 12:55:15 (美東),美股,USD,,,3.25,1.5,,,,,,0.06,0.02,0.07,0.1,0.9,,5.9
買入,PLTR260417C132000,PLTR 260417 132.00C,3.8,5,"1,900.00",全部成交,5@3.80,2026/04/09 12:29:45 (美東),限價單,當日有效,,,,,美股,USD,,5,3.8,"1,900.00",2026/04/09 12:33:25 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
賣出,PLTR260417C132000,PLTR 260417 132.00C,4.6,5,"2,300.00",已撤單,0@0.00,2026/04/09 12:24:00 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,MU260410C410000,MU 260410 410.00C,5.5,5,"2,750.00",已撤單,0@0.00,2026/04/09 12:22:25 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,MU260410C410000,MU 260410 410.00C,5.65,5,"2,825.00",全部成交,5@5.65,2026/04/09 12:18:30 (美東),限價單,當日有效,,,,,美股,USD,,5,5.65,"2,825.00",2026/04/09 12:18:45 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
賣出,PLTR260417C132000,PLTR 260417 132.00C,5,5,"2,500.00",已撤單,0@0.00,2026/04/09 12:09:10 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,PLTR260410C132000,PLTR 260410 132.00C,2.16,5,"1,080.00",全部成交,5@2.16,2026/04/09 12:06:51 (美東),限價單,當日有效,,,,,美股,USD,,5,2.16,"1,080.00",2026/04/09 12:07:32 (美東),美股,USD,,,3.25,1.5,,,,,,0.02,0.02,0.07,0.1,0.9,,5.86
買入,PLTR260417C132000,PLTR 260417 132.00C,4.3,5,"2,150.00",全部成交,5@4.30,2026/04/09 11:56:57 (美東),限價單,當日有效,,,,,美股,USD,,5,4.3,"2,150.00",2026/04/09 11:57:59 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,PLTR260410C132000,PLTR 260410 132.00C,1.75,5,875,全部成交,5@1.75,2026/04/09 11:54:59 (美東),限價單,當日有效,,,,,美股,USD,,5,1.75,875,2026/04/09 11:57:17 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,PLTR260410C132000,PLTR 260410 132.00C,1.7,5,850,已撤單,0@0.00,2026/04/09 11:53:23 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260410P820000,SNDK 260410 820.00P,24.3,1,"2,430.00",全部成交,1@24.30,2026/04/09 10:38:32 (美東),限價單,當日有效,,,,,美股,USD,,1,24.3,"2,430.00",2026/04/09 10:38:48 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
賣出,SNDK260410P820000,SNDK 260410 820.00P,24.7,1,"2,470.00",已撤單,0@0.00,2026/04/09 10:32:36 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260410P820000,SNDK 260410 820.00P,23,1,"2,300.00",已撤單,0@0.00,2026/04/09 10:17:37 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260410P820000,SNDK 260410 820.00P,22.2,1,"2,220.00",全部成交,1@22.20,2026/04/09 10:17:27 (美東),限價單,當日有效,,,,,美股,USD,,1,22.2,"2,220.00",2026/04/09 10:17:27 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
買入,SNDK260410P820000,SNDK 260410 820.00P,16.6,1,"1,660.00",全部成交,1@16.60,2026/04/09 10:07:46 (美東),限價單,當日有效,,,,,美股,USD,,1,16.6,"1,660.00",2026/04/09 10:07:46 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260410P820000,SNDK 260410 820.00P,19,1,"1,900.00",全部成交,1@19.00,2026/04/09 10:06:36 (美東),限價單,當日有效,,,,,美股,USD,,1,19,"1,900.00",2026/04/09 10:06:37 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,60773,恒指瑞銀八二熊W.P,0.03,"300,000","9,000.00",全部成交,"300,000@0.03",2026/04/09 15:17:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.03,"6,000.00",2026/04/09 15:18:03 (香港),港股,HKD,9763,,0,15,0.38,0,0.51,0.24,0.01,,,,,,,16.14
,,,,,,,,,,,,,,,,,,"100,000",0.03,"3,000.00",2026/04/09 15:18:03 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
賣出,60773,恒指瑞銀八二熊W.P,0.027,"300,000","8,100.00",已撤單,0@0.00,2026/04/09 13:12:08 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,60773,恒指瑞銀八二熊W.P,0.02,"300,000","6,000.00",全部成交,"300,000@0.02",2026/04/09 13:01:36 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"90,000",0.02,"1,800.00",2026/04/09 13:02:04 (香港),港股,HKD,1405,,0,15,0.26,0,0.34,0.17,0,,,,,,,15.77
,,,,,,,,,,,,,,,,,,"70,000",0.02,"1,400.00",2026/04/09 13:02:04 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.02,400,2026/04/09 13:02:04 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.02,200,2026/04/09 13:02:04 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"40,000",0.02,800,2026/04/09 13:02:04 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.02,200,2026/04/09 13:02:04 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"60,000",0.02,"1,200.00",2026/04/09 13:02:04 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
買入,SNDK260417P780000,SNDK 260417 780.00P,35,1,"3,500.00",已撤單,0@0.00,2026/04/08 13:38:10 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,TSLA260410C362500,TSLA 260410 362.50C,2.62,30,"7,860.00",全部成交,30@2.62,2026/04/08 09:32:41 (美東),限價單,當日有效,,,,,美股,USD,,30,2.62,"7,860.00",2026/04/08 09:32:44 (美東),美股,USD,,,19.5,9,,,,,,0.16,0.1,0.39,0.6,5.4,,35.15
賣出,NVDA260415C180000,NVDA 260415 180.00C,5.6,5,"2,800.00",全部成交,5@5.60,2026/04/08 09:32:29 (美東),限價單,當日有效,,,,,美股,USD,,5,5.6,"2,800.00",2026/04/08 09:32:30 (美東),美股,USD,,,3.25,1.5,,,,,,0.06,0.02,0.07,0.1,0.9,,5.9
賣出,SNDK260410C702500,SNDK 260410 702.50C,93.2,1,"9,320.00",全部成交,1@93.20,2026/04/08 09:32:20 (美東),限價單,當日有效,,,,,美股,USD,,1,93.2,"9,320.00",2026/04/08 09:32:21 (美東),美股,USD,,,1.99,0.3,,,,,,0.19,0.01,0.01,0.02,0.18,,2.7
賣出,69015,恒指摩利八乙牛X.C,0.103,"300,000","30,900.00",全部成交,"300,000@0.103",2026/04/08 11:27:26 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"30,000",0.103,"3,090.00",2026/04/08 11:29:06 (香港),港股,HKD,1442,,0,15,1.3,0,1.74,0.83,0.04,,,,,,,18.91
,,,,,,,,,,,,,,,,,,"270,000",0.103,"27,810.00",2026/04/08 11:29:06 (香港),港股,HKD,1444,,,,,,,,,,,,,,,
賣出,TSLA260410C362500,TSLA 260410 362.50C,1.13,5,565,全部成交,5@1.13,2026/04/07 15:22:10 (美東),限價單,當日有效,,,,,美股,USD,,2,1.13,226,2026/04/07 15:22:10 (美東),美股,USD,,,3.25,1.5,,,,,,0.02,0.02,0.07,0.1,0.9,,5.86
,,,,,,,,,,,,,,,,,,3,1.13,339,2026/04/07 15:22:10 (美東),美股,USD,,,,,,,,,,,,,,,,
賣出,TSLA260410C362500,TSLA 260410 362.50C,1.1,5,550,全部成交,5@1.10,2026/04/07 15:11:40 (美東),限價單,當日有效,,,,,美股,USD,,5,1.1,550,2026/04/07 15:18:56 (美東),美股,USD,,,3.25,1.5,,,,,,0.01,0.02,0.07,0.1,0.9,,5.85
